Accident ID,Final_Category_Path,Cosine,Rank,Selected,Below_UNCAT_Threshold,Parent,Parent_Sim,Parent_Margin,Parent_LowConf,Consolidated_Path,Evidence_Expected_Terms,Evidence_Matched_Terms,Evidence_Matched_Count,Evidence_Expected_Count,Evidence_Coverage,Evidence_Pass,Evidence_Reason,Description_Full,Consolidated_Path_Full,LeafSupport,AllowedDepth,Consolidated_Path_Render
212,caus > process upsets > leak > air leaking into system,0.43983420729637146,2,True,False,causes,0.4399428963661194,0.040141940116882324,False,caus > process upsets > leak > air leaking into system,leaking | system,system,1,2,0.5,True,pass_expected_terms,"Loss of 1,2- Dibromoethane (Ethylene dibromide) Due to the failure of a joint on a Schenk filter, there was a release of a significant quantity (approximately 5 tonnes) of material, known as Quatmass Extraction Solution. This material contained Reglone, and approximately 2 tonnes of Ethylene Dibromide, both of which are toxic. A batch of Reglone product was being manufactured and had reached the filtration stage. Production had been normal up to this point.&nbsp;&nbsp;The batch&nbsp;was sent from the reactor vessel to the Schenk filter under 6 barg pressure, and the usual sequence is that when the vessel is empty the pressure drops and the pressure indicator in the Schenk filter senses this and sends a message to the process control computer to open the nitrogen valve. The nitrogen is then introduced under pressure to drive the filtration.On this occasion the automated nitrogen valve opened, but the nitrogen pressure did not rise&nbsp;above 2 barg, and a message was sent to the process control computer stating 'Pressure slow in rising'. The operator did not notice this for&nbsp;about 45 minutes due to other duties.&nbsp;&nbsp;It was not an alarm.When the operator&nbsp;saw the message, he sent another operator out to investigate, and he saw that there had been a loss of containment and the batch material had been released through the flange connected to the pressure relief valve. It ran down the side of the vessel, through the lagging and into the site drains.The gasket was protruding through the side of the flange and it is thought it had been blown out when the nitrogen was put on to the filter unit.The joint had been broken at the shutdown about 6 months previously, but the unit had been in operation since then handling around 20 batches per week. The filter unit, and a second&nbsp;identical one, were installed 20 years ago.The main causes for the&nbsp;failure were around the loss of compression on the joint faces and the subsequent displacement of the gasket. The most likely causes were; 1) The use of bolts / studs with different tensile strength causing uneven stretching of the bolts in the flange joint;2) The machined surface finish on the safety valve flange face is not to the correct specification;3) External loading on the joint caused by unsupported pipe work;4) Inherent vibration in the Schenk.The most significant deficiency was considered to be inadequate floor and filter mountings. Carcinogenic material (EDB) released from the filter and collected in the site drains. It was subsequently diverted to the site emergency containment tanks. Due to errors causing delays at the site effluent treatment plant, some effluent was sent to Yorkshire Water, rather than kept on site. Yorkshire Water has since verbally confirmed their samples showed no indication of a consent breach.Remedial action taken: Repairs were carried out to support the Schenk filter and improvements made to flange integrity. Further work was undertaken to investigate vibration as a direct result of operational procedures (such as the backwash procedure which was highlighted as being different to what the filtration consultant expected). &nbsp; Root Cause Analysis undertaken by Syngenta identified a number of further operational and engineering improvements. These were implemented during plant outages in October and November 2010 and included: - Redesign of the filter backwash system - Installation of pressure differential instruments to monitor filter performance - Installation of two accelerometers which continuously monitor vibration and will trip the filter spin sequence at predetermined levels. - Filter refurbishment &nbsp; To ensure the equipment is maintained to standard additional engineering routines have been introduced including specific checks of the support legs &amp; plinths, joint integrity and bolt torque.",caus > process upsets > leak > air leaking into system,6.0,2,caus > process upsets > Other (depth-capped)
215,incident type > fire,0.5616782903671265,1,True,False,Incident Type,0.5616782903671265,0.006020307540893555,True,incident type > fire,fire,fire,1,1,1.0,True,accept_parent_backoff,"Fire and explosion to warehouse At about 1pm on 5th November a fire started on a pallet in Warehouse 9. Personnel working in the immediate vicinity attempted to extinguish the fire but quickly realised that aerosol containers were beginning to fail and evacuated the building. The fire was contained in Warehouse 9, although there were some road closures. The main heat of the fire declined by late evening but was not finally extinguished until Monday 7th November. No-one was hurt during the incident and no offsite injuries or health effects have been reported. There were environmental consequences due to surfactant contamination of the River Skerne causing foaming and minor fish death, insufficient in scale to constitute a major accident to the environment. However, it is clear that some organic material was also released to ground during the incident.",incident type > fire,91.0,3,incident type > fire
215,incident type > fire,0.5436763167381287,2,True,False,Incident Type,0.5616782903671265,0.006020307540893555,True,incident type > fire,fire,fire,1,1,1.0,True,accept_parent_backoff,"Fire and explosion to warehouse At about 1pm on 5th November a fire started on a pallet in Warehouse 9. Personnel working in the immediate vicinity attempted to extinguish the fire but quickly realised that aerosol containers were beginning to fail and evacuated the building. The fire was contained in Warehouse 9, although there were some road closures. The main heat of the fire declined by late evening but was not finally extinguished until Monday 7th November. No-one was hurt during the incident and no offsite injuries or health effects have been reported. There were environmental consequences due to surfactant contamination of the River Skerne causing foaming and minor fish death, insufficient in scale to constitute a major accident to the environment. However, it is clear that some organic material was also released to ground during the incident.",incident type > fire,91.0,3,incident type > fire
216,incident type > explosion > chemical explosion,0.5950849056243896,1,True,False,Incident Type,0.5950849056243896,0.021844029426574707,True,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,Explosion and deflagration and subsequent fire in a solvent store in a chemical plant A toluene refill in a solvent decanting operation led to an explosion/deflagration and subsequent fire in a chemical factory. One of the workers involved in the decanting operation was killed in the event. The decanting hall was almost completely destroyed by the subsequent fire. Material damages of approx. €700 000 were incurred.,incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
216,incident type > fire,0.5446256399154663,2,True,False,Incident Type,0.5950849056243896,0.021844029426574707,True,incident type > fire,fire,fire,1,1,1.0,True,accept_parent_backoff,Explosion and deflagration and subsequent fire in a solvent store in a chemical plant A toluene refill in a solvent decanting operation led to an explosion/deflagration and subsequent fire in a chemical factory. One of the workers involved in the decanting operation was killed in the event. The decanting hall was almost completely destroyed by the subsequent fire. Material damages of approx. €700 000 were incurred.,incident type > fire,91.0,3,incident type > fire
219,UNCAT,0.5569894313812256,1,True,False,petroleum,0.5569894313812256,0.021299242973327637,True,UNCAT,petroleum,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,"Loss of hydrocarbons and petrol The refinery experienced a loss of containment of hydrocarbons and petrol in excess of 1,000 litres. An operator noticed hydrocarbonproduct in road drains whilst conducting routine checks. A foam blanket was applied to the product until recovery by Gully Sucker was arranged. Investigation found that an auto-float switch failed and as a consequence a sump pump did not operate and the non-return valve (NRV) on the pump discharge was passing.",UNCAT,,0,UNCAT
220,consequenc > release of substance > toxic gas > vapor release,0.5171616077423096,1,True,False,consequences,0.5171616077423096,0.0309026837348938,False,consequenc > release of substance > toxic gas > vapor release,vapor | release,release,1,2,0.5,True,accept_parent_backoff,Toxic release at a plastics manufacture company A one metre section of pipe in the Butadiene Extraction unit of the plant ruptured due to pipe stresses caused by a growing polymer blockage.The polymer was in a dead leg of piping (i.e. there was no flow in this piece of pipe). The rupture resulted in release of cuprous ammonium acetate solution and ammonia fumes to atmosphere.,consequenc > release of substance > toxic gas > vapor release,34.0,2,consequenc > release of substance > Other (depth-capped)
220,consequenc > release of substance > toxic gas > vapor release,0.5073977112770081,2,True,False,consequences,0.5171616077423096,0.0309026837348938,False,consequenc > release of substance > toxic gas > vapor release,vapor | release,release,1,2,0.5,True,pass_expected_terms,Toxic release at a plastics manufacture company A one metre section of pipe in the Butadiene Extraction unit of the plant ruptured due to pipe stresses caused by a growing polymer blockage.The polymer was in a dead leg of piping (i.e. there was no flow in this piece of pipe). The rupture resulted in release of cuprous ammonium acetate solution and ammonia fumes to atmosphere.,consequenc > release of substance > toxic gas > vapor release,34.0,2,consequenc > release of substance > Other (depth-capped)
221,incident type > fire,0.5962483882904053,1,True,False,Incident Type,0.5962483882904053,0.028183817863464355,False,incident type > fire,fire,fire,1,1,1.0,True,accept_parent_backoff,Fire in a refinery LPG flowed out of a leak in a container and caught fire. The on-site fire brigade were able to contain the fire,incident type > fire,91.0,3,incident type > fire
221,incident type > fire > fire-brigade,0.5527558326721191,2,True,False,Incident Type,0.5962483882904053,0.028183817863464355,False,incident type > fire > fire-brigade,fire | brigade,fire | brigade,2,2,1.0,True,pass_expected_terms,Fire in a refinery LPG flowed out of a leak in a container and caught fire. The on-site fire brigade were able to contain the fire,incident type > fire > fire-brigade,18.0,3,incident type > fire > fire-brigade
222,UNCAT,0.5251227617263794,1,True,False,Incident Type,0.5251227617263794,0.0033696889877319336,True,UNCAT,explosion,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,"Accident occurred in the gasification reactor unit of an ammonia production plant On 21 December, at 22:30:00, in the ammonia production plant a mechanical failure occurred in the gasification reactor D201 A unit no. 200 which caused a violent (abrupt, sudden) depressurization in the reactor, causing the projection of tiles of the refractory lining (inner coating), and the release of feed (raw, initial) materials (substances) and partly transformed substances (materials) and reaction products through the top of the reactor. Simultaneously (at the same time) a very loud (violent) noise was heard accompanied by (coupled with) the emission of very high flames.",UNCAT,,0,UNCAT
222,UNCAT,0.5232387781143188,2,True,False,Incident Type,0.5251227617263794,0.0033696889877319336,True,UNCAT,explosion,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,"Accident occurred in the gasification reactor unit of an ammonia production plant On 21 December, at 22:30:00, in the ammonia production plant a mechanical failure occurred in the gasification reactor D201 A unit no. 200 which caused a violent (abrupt, sudden) depressurization in the reactor, causing the projection of tiles of the refractory lining (inner coating), and the release of feed (raw, initial) materials (substances) and partly transformed substances (materials) and reaction products through the top of the reactor. Simultaneously (at the same time) a very loud (violent) noise was heard accompanied by (coupled with) the emission of very high flames.",UNCAT,,0,UNCAT
223,UNCAT,0.48103654384613037,1,True,False,refineryfluid,0.48103654384613037,0.018816083669662476,True,UNCAT,refineryfluid,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,"Accidental spill of crude oil followed by a fire and explosion on a beach near a refinery Accidental spill of crude oil over a rain water drain, followed by a fire and an explosion in the Beach of Aterro near the refinery.For the unloading operations of crude oil through the Ocean Terminal of Leixoes (OTL), operational instructions were issued and distributed on 13/10/1998.The assistant manager of the logistics department and the manager of the Product Handling department worked out a document, dated 14/10/98, with the title ""Procedure for Setting the Pipeline under Pressure with Crude Oil"", concerning the operations of purging the soft water contained in the pipeline connecting the buoy with the refinery of Porto. The contents of the document remained known only to them. The document contained the pumping flow rate (ca. 500 m#/h), the volume of water to be purged (2900m#), the time estimated for purging the pipeline (ca. 6h), the frequency of supervisions of the system (in the first three hours not less than three times an hour; starting from the fourth hour continuous monitoring until conclusion of the purging), the circumstances for which the sewage treatment plant of the refinery would have to be contacted as well as the conditions under which the pumping operations would have to be stopped.On 14/10/98 at about 20:30 h the deputy captain of the ship Enalios Tethis signed a discharge protocol, named ""Operation Agreement &amp; Sequence Agreement"", according to the parameters agreed upon with the Product Handling department, without making any reservation from the part of the tanker concerning the assurance of minimal flow-rate of 500 m#/h .Once the unloading started, the CLT informed the Product Handling control room that according to the information given by the ship, the pumping flow-rate corresponded to 300 m#/h.The assistant manager of the Logistics department requested around 21:05 from- CLT an increase of the flow rate to 500 m#/h. He again requested the control room to confirm jointly with the CLT the flow rate, because the level in the channel was already reaching half level.Around 21:15 the manager of the Product Handling Department communicated to the operator of the waste water treatment plant that the water which was being purged was clean, so that drain 25 (rainwater) could be diverted from the storm-water basin to the sea, an operation which was performed.Around 21:20 the ship informed CLT that pumping was being carried out with a flow rate of 500m#/h , information which was transmitted to the control room of the Product Handling department.Around 21:40 the assistant manager of the Logistics department requested an increase of the pumping flow rate of further 100 m3/h, having observed that in the purging zone (zona di spurgo) the water remained clean and that the level in the channel had increased to near to reach its maximum level; he also requested the CLT to confirm the flow rate. Around 21:45 the deputy captain of the ship informed that the pumping was being carried out at a flow rate of 650 m#/h. After having established that the channel could not contain a higher flow rate, the assistant manager of the logistics department requested not to increase the flow rate any more and, in case of any variation, to reduce it. Instructions were issued to the ship not to exceed a flow rate of 700 m#/h.During shift change at 22:00, the operation coordinator was informed about the situation and it was particularly recommended to him that ""if traces of oil appeared, to request U 7000 (on-site waste water treatment plant) to divert drain 25 to the storm water basins, and after 24:00 to divert the drain to the storm water basin in any case even if no oil spot appeared"".The operator of the waste water treatment plant declared that at 22:30 he saw traces of hydrocarbons in the water flowing in the outlet box of drain 25 towards the rainwater drain; he then went to the storm water basins to ascertain the situation. Around 22:40, he alerted by phone the control room of the Product Handling department and started the operations for diverting drain 25 from the rain water drain to the storm water basin of the waste water treatment plant. Meanwhile, the operator of the Security Service passing near the control room was requested to check what was occurring in drain 25.At 22:45 the release of crude oil by drainage system 25 occurred.In consideration of this situation, it was ordered to divert drain 25 towards the storm water basin and to contact CLT to stop the pumping from the ship.At approx. 22:50 the operator of the waste water treatment plant performed the diverting operation of drain 25 from the rain water drain towards then storm water basins, but due to the high flow rate a part of the effluent was still discharged to the sea. It has not been determined if the operator acted following a specific order from the control room of the Product Handling department or if he acted on his own independent initiative. The operator declared that he acted on his own initiative. The Product Handling department declared on its side that a specific request had been issued.Around 23:05, the Product Handling department requested CLT to interrupt the pumping, which was carried out. The Product Handling department informed CLT that the deputy captain had communicated that until 23:00 2900 m3 had been discharged.Around 23:15 general alarm was released while the fire which had deflagrated on the beach of Aterro propagated through the rain water outfall to the rain water outlet box inside, the refinery .The fire was declared extinguished at 23:45.",UNCAT,,0,UNCAT
224,UNCAT,0.5083531141281128,1,True,False,sulphuric,0.5083531141281128,0.02602297067642212,False,UNCAT,sulphuric,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,"Unexpected release of hydrogen sulphide gas from a plant for production of ferric chloride from waste pickling solution Unexpected release of hydrogen sulphide gas occurred at a plant for production of ferric chloride from waste pickling solution. Two workers were manually adding solid phase sodium sulphide to a liquid phase pickling solution. The release occurred because the pH value of the solution was too low and too much sodium sulphide was added. The two workers were killed. The initial concentration of the released gas was at least 1000 ppm. 1999, the initiating event was the addition of solid phase sodium sulphide to liquid phase spent pickling solutions, which had far too low a pH value. The intention was to precipitate heavy metals in the solution. However, the very low pH value induced formation of hydrogen sulphide gas rather than precipitation of heavy metals.[TEXT 1] On the afternoon of the 9th of may 1995, there was a release of hydrogen sulphide gas at a plant, which resulted in the death of two process workers. The release occurred at a plant for the production of ferric chloride from waste pickling solutions. The two workers were manually adding solid phase sodium sulphide to a liquid phase pickling solution. The pH value of the pickling solution was much too low and too much sodium sulphide was added. Therefore instead of the expected chemical reaction (precipitation) an unexpected reaction (formation of hydrogen sulphide gas) occurred. [TEXT 2] The time of ""major occurrence - finish"" which has been stated is the time when the municipal Rescue Service had concluded that the two process operators were deceased. Accident Gravity Scale=3 [TEXT 3] The site is covered by the Seveso I directive because of the use of chlorine. Meteorological conditions - Remarks: Sunny day, with clear sky and steady wind.Wind speed: 2.60; Wind direction: north; Wind stability: stable; Temperature: 10.00, Precipitation: NoneDiscussions about the occurrence: The human factor and lack of chemical-technical knowledge. Among other things no proper pH check of the spent pickling solutions was carried out. Inadequate management procedures, the work carried out in an improvised manner instead of following established procedures. Inadequate supervision of how the work was actually carried out and a lack of safety culture. The activity of the establishment was not in accordance with the license issued on the basis of the Environmental Protection Act.",UNCAT,,0,UNCAT
225,incident type > explosion,0.6421686410903931,1,True,False,Incident Type,0.6421686410903931,0.07752001285552979,False,incident type > explosion,explosion,explosion,1,1,1.0,True,accept_parent_backoff,"Explosion in bunker for destruction of ammunition In connection with the destruction of ammunition, an explosion occurred in which a process operator was killed and another process operator was injured.",incident type > explosion,121.0,3,incident type > explosion
225,incident type > explosion,0.6384271383285522,2,True,False,Incident Type,0.6421686410903931,0.07752001285552979,False,incident type > explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion in bunker for destruction of ammunition In connection with the destruction of ammunition, an explosion occurred in which a process operator was killed and another process operator was injured.",incident type > explosion,121.0,3,incident type > explosion
226,UNCAT,0.4766979217529297,1,True,False,dams,0.4766979217529297,0.020010262727737427,True,UNCAT,dams,,0,1,0.0,False,reject_expected_terms -> downgraded_to_uncat,Collapse of tailings-pond dam lead to release of contaminated water A dam failure at the tailings-pond outside the mine in Aitik 08/09/2000 at approximate 10 pm. More than 2 million m3 of water was released from the tailings-pond. Treated water with less than 4 mg/L dissolved copper content was released into a tributary of the Kalix River. A small amount of inert tailings was also released.,UNCAT,,0,UNCAT
227,incident type > explosion > gas explosion,0.5750798583030701,1,True,False,Incident Type,0.5750798583030701,0.07480484247207642,False,incident type > explosion > gas explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Residual hydrogen explosion in a steelworks caused by welding The accident happened when a welding electrode was going to be welded on to a broken bolt in a wooden frame to a mould to allow it to be raised in order to fit a lifting eye so that the mould could be lifted out of the hole in the topside of a torpedo car. A torpedo car is a long tube dressed with castings and ceramic bricks and is used to transport liquid pig iron from the blast furnace to the steelworks.The torpedo car had just been reconditioned with new castings and bricks (The torpedo car is normally reconditioned twice a year). During the hardening process, hydrogen gas was emitted inside the closed and tight torpedo car and an explosive mixture was formed inside the torpedo car. When the welding electrode came into contact with the bolt in the wooden frame the hydrogen gas mixture exploded. The welding procedure was not an ordinary job but was needed because the bolt was broken.One person, who was standing on the lid of the casting mould, was thrown into the air and fell down. He died from the injuries he sustained. The person doing the welding was hit in the jaw by the lid. He received treatment at University Hospital Umeå for severe facial injuries. Two other persons, who were placed near the spot of the accident, received minor injuries.",incident type > explosion > gas explosion,123.0,3,incident type > explosion > gas explosion
227,incident type > explosion,0.5669897198677063,2,True,False,Incident Type,0.5750798583030701,0.07480484247207642,False,incident type > explosion,explosion,explosion,1,1,1.0,True,accept_parent_backoff,"Residual hydrogen explosion in a steelworks caused by welding The accident happened when a welding electrode was going to be welded on to a broken bolt in a wooden frame to a mould to allow it to be raised in order to fit a lifting eye so that the mould could be lifted out of the hole in the topside of a torpedo car. A torpedo car is a long tube dressed with castings and ceramic bricks and is used to transport liquid pig iron from the blast furnace to the steelworks.The torpedo car had just been reconditioned with new castings and bricks (The torpedo car is normally reconditioned twice a year). During the hardening process, hydrogen gas was emitted inside the closed and tight torpedo car and an explosive mixture was formed inside the torpedo car. When the welding electrode came into contact with the bolt in the wooden frame the hydrogen gas mixture exploded. The welding procedure was not an ordinary job but was needed because the bolt was broken.One person, who was standing on the lid of the casting mould, was thrown into the air and fell down. He died from the injuries he sustained. The person doing the welding was hit in the jaw by the lid. He received treatment at University Hospital Umeå for severe facial injuries. Two other persons, who were placed near the spot of the accident, received minor injuries.",incident type > explosion,121.0,3,incident type > explosion
228,acid-contaminat,0.5577191114425659,1,True,False,acid-contaminated,0.5577191114425659,0.03773319721221924,False,acid-contaminat,acid,acid,1,1,1.0,True,pass_expected_terms,"Ruptured cistern caused by weakened ground lead to spill of sulphuric acid followed by the dispersion of a hydrochloric acid cloud This accident is being reported under the provisions of part II of appendix VI on ""specific technical interest"".A cistern containing 16,300 tons of 96 % sulphuric acid was ruptured. The entire contents of the cistern was spilled out into the tank bund and then out into Kemira Kemi AB's (KKAB) dock. When the sulphuric acid came into contact with the water there was an exothermic reaction, which produced a vapour cloud that drifted northwards along the coastline with the wind. After the spill there was approximately 2,000 tons of contaminated sulphuric acid by water in the bund. About 100,000 sq.m. of the ground surrounding the spill has been affected by the acid. An acid cloud was produced when the sulphuric acid came into contact with the salt water in the bund. The salt water consisted of approx. 0.7 w-% chloride ions. The Swedish Defence Research Agency (FOI) has estimated that the sulphuric acid together with the salt water produced a cloud (gas and aerosol) consisting of hydrogen chloride (HCl). During the first few minutes the maximum concentration of HCl was estimated at 6 000 mg/m3 at some spots near the scene of the accident.&nbsp; After 10 min the highest concentration was 600 mg/m3 and the concentration declined to 60 mg/m3 after 60 min. Fortunately the cloud moved along the coast line and mostly over the sea. No one outside the plant was affected.The cistern stands in a tank farm and the bund can hold a third of a cistern's volume in the event of a leak. The bund was filled with salt water when the rupture occurred. There was also another cistern containing 19,500 tons of 96 % sulphuric acid in the bund. To reduce the risk of damage to this other cistern the incident commander ordered the emptying of the bund, resulting in 1,000 to 2,000 tons of water contaminated by sulphuric acid being pumped out into the company's dock area.Meteorological conditions:The acid cloud (gas and aerosol)&nbsp; moved along the coastline but mostly over the sea. After approx. one hour and approx. 10 km away from the plant the acid concentration in the cloud was harmless. Precipitation: none, Temp: 5C, Wind Speed: 2.4, Direction: Southeast 140degrees",acid-contaminat,10.0,3,acid-contaminat
229,incident type > explosion > chemical explosion,0.6194247603416443,1,True,False,Incident Type,0.6194247603416443,0.05457538366317749,False,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion during the process of neutralisation of acid (HCl) with base (NaOH) caused by inadequate speed of dosage An explosion occurred during the process of neutralisation of acid (HCl) with base (NaOH)The accident occurred while handling waste solvent (neutralization) composed of waste ethyl acetate, hydrogen chloride and methanol. Solid Sodium Hydroxide was used for the neutralization. It is assumed that inadequate speed of dosage caused a violent reaction in the reactor which led to the overspill of the reactor content. A combination of explosive mixture and source of ignition caused an explosion and a fire.",incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
229,incident type > explosion > runaway reaction and explosion,0.6042089462280273,2,True,False,Incident Type,0.6194247603416443,0.05457538366317749,False,incident type > explosion > runaway reaction and explosion,runaway | reaction,reaction,1,2,0.5,True,pass_expected_terms,"Explosion during the process of neutralisation of acid (HCl) with base (NaOH) caused by inadequate speed of dosage An explosion occurred during the process of neutralisation of acid (HCl) with base (NaOH)The accident occurred while handling waste solvent (neutralization) composed of waste ethyl acetate, hydrogen chloride and methanol. Solid Sodium Hydroxide was used for the neutralization. It is assumed that inadequate speed of dosage caused a violent reaction in the reactor which led to the overspill of the reactor content. A combination of explosive mixture and source of ignition caused an explosion and a fire.",incident type > explosion > runaway reaction and explosion,26.0,3,incident type > explosion > runaway reaction and explosion
230,incident type > explosion > gas explosion,0.5758832097053528,1,True,False,Incident Type,0.5758832097053528,0.0837717056274414,False,incident type > explosion > gas explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion and fire of the liquid oxygen pump in a steelwork Oxygen facility provides production and supply of gas pressed oxygen for the need of US Steel Ltd. At 02.30 AM decrease of the oxygen pressure in pipeline leading to steelwork was discovered. The manager of work shift decided to increase pressure through additional supply of liquid oxygen from a tank. Employee in charge started to cool down the liquid oxygen pump at 02.40 AM. At 03.00 AM the pump started fully operate and worked till 03.28 AM. Consequently, the given employee checked the equipment in operation. While walking along the equipment, an explosion occurred resulting in fire of the liquid oxygen pump. Due to the explosion pieces of material were thrown around, liquid oxygen escaped and dress and shoes of the given employee were set on fire. He has escaped to the control room of the oxygen facility, where he received the first aid.After hearing the strong detonation and seeing the fire in the area of liquid gas, the manager of the oxygen facility immediately reported this to the control center. Then he went to look for his colleague. His dress soaked in with oxygen (reaching approximately to his knees) and consequently the dress was set on fire. He received the fist aid at the control room of the oxygen facility. The manager of work shift asked the firemen to close the main closure of the liquid oxygen. The firemen investigated the area and consequently got into oxygen cloud and their dress was set on fire. The fire was localized and main closure closed. Injured persons were transported to hospital.",incident type > explosion > gas explosion,123.0,3,incident type > explosion > gas explosion
230,incident type > explosion > chemical explosion,0.5489140748977661,2,True,False,Incident Type,0.5758832097053528,0.0837717056274414,False,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion and fire of the liquid oxygen pump in a steelwork Oxygen facility provides production and supply of gas pressed oxygen for the need of US Steel Ltd. At 02.30 AM decrease of the oxygen pressure in pipeline leading to steelwork was discovered. The manager of work shift decided to increase pressure through additional supply of liquid oxygen from a tank. Employee in charge started to cool down the liquid oxygen pump at 02.40 AM. At 03.00 AM the pump started fully operate and worked till 03.28 AM. Consequently, the given employee checked the equipment in operation. While walking along the equipment, an explosion occurred resulting in fire of the liquid oxygen pump. Due to the explosion pieces of material were thrown around, liquid oxygen escaped and dress and shoes of the given employee were set on fire. He has escaped to the control room of the oxygen facility, where he received the first aid.After hearing the strong detonation and seeing the fire in the area of liquid gas, the manager of the oxygen facility immediately reported this to the control center. Then he went to look for his colleague. His dress soaked in with oxygen (reaching approximately to his knees) and consequently the dress was set on fire. He received the fist aid at the control room of the oxygen facility. The manager of work shift asked the firemen to close the main closure of the liquid oxygen. The firemen investigated the area and consequently got into oxygen cloud and their dress was set on fire. The fire was localized and main closure closed. Injured persons were transported to hospital.",incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
231,incident type > explosion > gas explosion,0.5367223024368286,1,True,False,Incident Type,0.5367223024368286,0.06029275059700012,False,incident type > explosion > gas explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion of ethylene chlorohydrin in the pipe connecting two tanks During electric welding and grinding of weld on food-bridge connecting two tanks occurred a pressure explosion. The capacity of the tank was 80 m3 and stored substance was 72,219 t of&nbsp; ethylene chlorohydrin. The tank was due explosion partially damaged. The main part of&nbsp; ethylene chlorohydrin burned away, and a part came into sewage waters. Two internal and three external employees have been injured.",incident type > explosion > gas explosion,123.0,3,incident type > explosion > gas explosion
231,incident type > explosion > chemical explosion,0.5307084321975708,2,True,False,Incident Type,0.5367223024368286,0.06029275059700012,False,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,"Explosion of ethylene chlorohydrin in the pipe connecting two tanks During electric welding and grinding of weld on food-bridge connecting two tanks occurred a pressure explosion. The capacity of the tank was 80 m3 and stored substance was 72,219 t of&nbsp; ethylene chlorohydrin. The tank was due explosion partially damaged. The main part of&nbsp; ethylene chlorohydrin burned away, and a part came into sewage waters. Two internal and three external employees have been injured.",incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
232,ammoniat,0.5009896755218506,1,True,False,ammoniated,0.5009896755218506,0.058154791593551636,False,ammoniat,,,0,0,,True,fallback_cosine,Release of liquified ammonia from a broken line when moving a tank Two men were moving a tank of ammonia in a loading dock when a line broke and spilled about 50 gallons of liquefied ammonia.,ammoniat,12.0,1,ammoniat
233,incident type > explosion > chemical explosion,0.6161038875579834,1,True,False,Incident Type,0.6161038875579834,0.06457269191741943,False,incident type > explosion > chemical explosion,explosion,explosion,1,1,1.0,True,pass_expected_terms,Explosion at an outdoor scrap aluminum smelting operations using a small home made furnace One man was killed and another was critically injured by an explosion at an outdoor aluminum smelting operations. The men were were melting aluminum scrap at a scrap yard using a small home made furnace.,incident type > explosion > chemical explosion,184.0,3,incident type > explosion > chemical explosion
233,incident type > explosion > physical explosion,0.6126409769058228,2,True,False,Incident Type,0.6161038875579834,0.06457269191741943,False,incident type > explosion > physical explosion,physical | explosion,explosion,1,2,0.5,True,pass_expected_terms,Explosion at an outdoor scrap aluminum smelting operations using a small home made furnace One man was killed and another was critically injured by an explosion at an outdoor aluminum smelting operations. The men were were melting aluminum scrap at a scrap yard using a small home made furnace.,incident type > explosion > physical explosion,18.0,3,incident type > explosion > physical explosion
234,consequenc > plant > property > equipment > leak > rupture > pipe leak,0.5279141664505005,1,True,False,consequences,0.5279141664505005,0.01152646541595459,True,consequenc > plant > property > equipment > leak > rupture > pipe leak,,,0,0,,True,accept_parent_backoff,"Leak of fertiliser from a broken pipe connected to a storage tank Fertilizer leaked from Midwest Farmers Co-op in Sheldon, Iowa after a pipe leading from storage tanks broke.",consequenc > plant > property > equipment > leak > rupture > pipe leak,8.0,1,consequenc > Other (depth-capped)
234,consequenc > plant > property > equipment > leak > rupture > tank leak,0.4747939705848694,2,True,False,consequences,0.5279141664505005,0.01152646541595459,True,consequenc > plant > property > equipment > leak > rupture > tank leak,,,0,0,,True,accept_parent_backoff,"Leak of fertiliser from a broken pipe connected to a storage tank Fertilizer leaked from Midwest Farmers Co-op in Sheldon, Iowa after a pipe leading from storage tanks broke.",consequenc > plant > property > equipment > leak > rupture > tank leak,7.0,1,consequenc > Other (depth-capped)
